,Date,UserName,Tweet,Source of Tweet,Number of Likes,Retweet,Replies,Quote,Media,Location,Coordinates
0,2022-09-25 14:41:01+00:00,janhati1,@africa1_celeb @MercedesAMGF1 Stolen car from South Africa,Twitter for Android,0,0,0,0,,Proudly limpopian,
1,2022-09-15 09:46:30+00:00,RonnyLedwaba,@AfricaFactsZone The most stolen car in south Africa.,Twitter for Android,8,2,1,0,,Florapark and Pta east,
2,2022-09-15 08:39:27+00:00,Khumbu_M,@AfricaFactsZone You forgot to mention  that it is the most stolen car in South Africa.,Twitter for iPhone,2,0,0,0,,"Pretoria, South Africa",
3,2022-09-13 09:41:38+00:00,bigirwenkya,@SamsonKasumba @MarthaKayug She was given a stolen car from uk or south africa and now authorkities took it away,Twitter for Android,0,0,0,0,,,
4,2022-09-10 12:27:53+00:00,thegreatSamaita,Most hijacked / stolen car in South Africa?,Twitter for Android,1,0,1,1,,APRIL TWELFTH HQ,
5,2022-09-07 09:41:16+00:00,Ketso28,"“We went on a date with a stolen car” 

2 months earlier : “South Africa is not safe for women. The car hijackings terrify me 💔” 

Lmao.",Twitter for iPhone,402,127,6,7,,,
6,2022-09-04 22:26:38+00:00,Hakan__ULUDAG,@SquillMama Stolen car and robbery. We are used to it from south africa.,Twitter for Android,2,0,0,0,,Planet Earth,
7,2022-08-19 13:39:02+00:00,wahsa10_lwah,@IOL Illegitimate research. Rather research on most reported stolen car models/brands cars on twitter in South Africa.,Twitter Web App,0,0,0,0,,,
8,2022-08-16 17:41:37+00:00,Marikie_ZA,"Interesting headline, What the Fak is ..driver of a South Africa-bound?? Just say a Zimbabwean driving a stolen car https://t.co/QjsHKOPf0o",Twitter for iPhone,55,22,1,1,,,
9,2022-06-09 13:14:46+00:00,RantsSouth,https://t.co/Njoe3O0hUU | Defence demands access to clearer image of person behind wheel of Meghan Cremer's stolen car - Learn about cryptocurrency and the stock market for FREE at https://t.co/lkFxXY9td9 #southafrica #southafricanews #mzansi #bitcoin #stockmarket https://t.co/jOHtbxDmep,IFTTT,0,0,2,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FU0DV5VWAAEKBqY?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FU0DV5VWAAEKBqY?format=jpg&name=large')]","Johannesburg, South Africa",
10,2022-06-05 08:45:07+00:00,luckywisel,@BendamiMatodzi @TMathebaMasenya @NeoModihapula @CartrackZA It's not easy finding stolen car in South Africa because the police never look for it some kns where the car is been chopped i lost toyota yaris 3years ago at that time some people where asking m,Twitter for Android,0,0,1,0,,Auckland Park South Africa ,
11,2022-04-04 10:56:38+00:00,DavidDmonyepao,"@EversonLuhanga Most Zimbabweans are making an honest living in South Africa, someone just took advantage of these guys and sold a stolen car to them. I don't see a reason why the police have to mention that they are Zimbabwean nationals. This is really i",Twitter for Android,3,0,0,0,,Pretoria,
12,2022-03-02 07:36:59+00:00,jabsils,"@TifJs @Dashcampros @nomashishini @Shell @bp_SouthAfrica @SasolSA @TotalEnergies @FatalMoves Might be a stolen car that was low on fuel, if that’s the case then he wouldn’t care about the damage",Twitter for iPhone,2,0,0,0,,"Johannesburg, South Africa",
13,2022-03-02 06:22:19+00:00,ReezyH_,"@_SonOfMars In South Africa you can cross the border with a stolen car, hiding missing firearms, stashed to brim with drugs while smuggling underage girls. Alive with possibilities ❤️",Twitter for iPhone,0,0,1,0,,"Cape Town, South Africa",
14,2022-02-25 12:14:45+00:00,RantsSouth,https://t.co/Njoe3O0hUU | Man arrested after allegedly being found with suspected stolen car parts worth R250 000 - Learn about cryptocurrency and the stock market for FREE at https://t.co/lkFxXY9td9 #southafrica #southafricanews #mzansi #bitcoin #stockmarket https://t.co/8gtfLnlOcI,IFTTT,0,0,1,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FMcQQyYWYAc18RM?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FMcQQyYWYAc18RM?format=jpg&name=large')]","Johannesburg, South Africa",
15,2022-02-25 11:40:29+00:00,Austynzogs,"@Gidi_Traffic A 36-yr-old Nigerian national has been arrested after suspected stolen car parts worth R250 000 were found at his workplace in the Joburg CBD, South Africa. SA Police inspected their books &amp; found out that tail lights &amp; headlights we",Twitter Web App,0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/FMcIY_mXIAocrc_?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FMcIY_mXIAocrc_?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/FMcIZAAWYAIU124?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FMcIZAAWYAIU124?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/FMcIZDLX0AY4bXl?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FMcIZDLX0AY4bXl?format=jpg&name=large')]",Nigeria,
16,2022-02-19 17:10:27+00:00,ThaboKhumal,"2 illegal immigrants with stolen car pretending to be uber drivers.

They grabbed about 4 phones from drunk while waiting for their users outside club in Ilovo.

@PresidencyZA and @Julius_S_Malema your foreigners are destroying our country.

#PutSouthAfricaFirst #OperationDudula https://t.co/kxHi6wed7q",Twitter for Android,16,10,1,0,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1495083327434407940/pu/img/rxn-MbRbmiTAE9R7.jpg', variants=[VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1495083327434407940/pu/vid/352x640/uy5NHDm-Gj-hpUUV.mp4?tag=12', bitrate=950000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1495083327434407940/pu/vid/320x580/bMlDCBVOGtycRmgP.mp4?tag=12', bitrate=632000), VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1495083327434407940/pu/pl/527yTCL4NjUWLmw5.m3u8?tag=12&container=fmp4', bitrate=None)], duration=12.858, views=705)]",,
17,2022-02-18 23:05:45+00:00,KennedyMmari,"“A black child trauma, is not a trauma. We (South Africa) are still a traumatized nation, if you don’t know. The land has not been returned into the hands of the rightful owners.  

For as long as you are in a possession of a stolen car, you remain a criminal”

- @Julius_S_Malema",Twitter for iPhone,68,13,10,5,,Africa,
18,2022-01-29 19:45:00+00:00,havocacious,@Abramjee I think its time to give life sentences to those who buy these cars in the black market. Anyone found with a stolen car must be thrown to jail for life. But I still think South Africa needs a new leadership to run her affairs - those in power no,Twitter Web App,66,4,3,0,,South Africa,
19,2021-12-17 12:01:53+00:00,Thibottouch,@RSAStolenCars Problem is in South Africa you can drive around with a stolen car(even if it's advertised as stolen on Tv) for many years as long as you produce a driver's license.,Twitter for Android,12,1,0,0,,Klerksdorp,
20,2021-12-14 13:05:31+00:00,tumeloditle,The most stolen car in South Africa is iPhone,Twitter for Android,0,0,0,0,,Pretoria ,
21,2021-12-10 16:20:19+00:00,Dr_Kgaule,"The first two places to search for your stolen car in South Africa are ""Scrap yards"" and ""Panel beaters"". Thank Me later 🖤 https://t.co/Bh6vjxXLYZ",Twitter for Android,79,13,3,1,"[Photo(previewUrl='https://pbs.twimg.com/media/FGQmDABWQAMTR2k?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/FGQmDABWQAMTR2k?format=jpg&name=large')]",Afrika🌍,
22,2021-12-05 11:36:16+00:00,ChrisMumbeck,"@aBadNegro_ZA @TabulaRastaZA @JustXavierB @ASD_SouthAfrica @BiancavanWyk16 If I sell you a stolen car, it is easy for the police and original owner to prove it, but not necessarily easy for you to know that it was stolen. (Especially when the police have ",Twitter Web App,0,0,1,0,,"Cape Town, South Africa",
23,2021-09-14 21:08:37+00:00,King_Sire_,"@austinaustino34 This is why you should pay your insurance guys, and avoid asking the whole South Africa to look for your stolen car. This type of car would cost you around R200 for theft and high jacking.",Twitter for Android,0,0,0,0,,,
24,2021-07-21 08:58:47+00:00,thusi_nomzamo,@Sispals @PresidencyZA So they must loot from the looters is it lawfully to destroy a stolen car and loot from a “looter” could that car not be turned over to police so it could be recovered by the owner ? You speak crap 💩 hiding behind a fake prof,Twitter for iPhone,0,0,3,0,,"Pretoria, South Africa",
25,2021-06-06 19:15:28+00:00,estjoh51,"@Abramjee I begin to think I must stop saving to replace my stolen car......stay without driving around and stay alive! It's sad what South Africa had become.....safe for nobody, except thieves.",Twitter for Android,1,0,0,0,,South Africa   Joined 2012,
26,2021-04-25 08:14:29+00:00,oupasean,@zeeya_m77 @siyamtitshana Toyota Hilux is a number one wanted car by hijackers. It's a number one stolen car in South Africa. You own it...put two trackers or own a GUN!,Twitter for Android,3,0,2,0,,Johannesburg Florida,
27,2021-04-21 15:36:53+00:00,GHOSTBREATH1,"@Woman50787515 In South Africa we have traffic police that are different from our real police, and they also carry guns. Once I asked a female cop why, and she told me the day before a group of gangsters opened fire on them when they saw the cops, as they",Twitter Web App,0,0,1,0,,,
28,2021-02-10 09:50:22+00:00,enocksikolia,"Stolen: 
Car thieves in South Africa, stole a car, removed the tracker and put it in Grandma's bag... ""We've never seen such a slow-moving car"", said a police operative. https://t.co/qnXtPd8S21",Twitter for Android,20,8,7,1,"[Photo(previewUrl='https://pbs.twimg.com/media/Et2zETZXUAQh-NB?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Et2zETZXUAQh-NB?format=jpg&name=large')]","Nairobi, Kenya",
29,2021-01-25 23:51:32+00:00,xiluvajossias,"@DustSamuel @PresidencyZA Unless you're the owner of the stolen car, you should be minding your own business right now.",Twitter Web App,0,0,0,0,,,
30,2021-01-23 19:59:07+00:00,CeeTalking,"@PieterVorster9 @BiancavanWyk16 @Another_craig @IRR_SouthAfrica @mikeschussler 😂😂😂! 
Who did they buy that Property from? Another White Person? Who got it from where? 

If your car is stolen and sold 5 times over to different people, it still rem",Twitter for Android,0,0,2,0,,South Africa,
31,2020-12-06 06:32:00+00:00,DCMarobela1,"@Mavhure There are hundred of stolen cars from South Africa in Mozambique and we make this like all the stolen car were recovered. Only if we arrest officials from both sides of borders and bring those cars back to South Africa, I will applaud the system.",Twitter for Android,1,0,0,0,,Dawn Park,
32,2020-12-05 18:04:08+00:00,GistReel,"Stolen car covered with brooms busted while being transported from South Africa 

 https://t.co/sz43PD5xMI",Twitter for iPhone,22,2,0,3,"[Video(thumbnailUrl='https://pbs.twimg.com/ext_tw_video_thumb/1335259785416019970/pu/img/jCiHZeE-rVYKX4F4.jpg', variants=[VideoVariant(contentType='application/x-mpegURL', url='https://video.twimg.com/ext_tw_video/1335259785416019970/pu/pl/pMoWj05kUV3bIuRz.m3u8?tag=10', bitrate=None), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1335259785416019970/pu/vid/352x640/mKggmWMGcbGCIQXG.mp4?tag=10', bitrate=832000), VideoVariant(contentType='video/mp4', url='https://video.twimg.com/ext_tw_video/1335259785416019970/pu/vid/320x580/9l30i0kiXzYiAcgQ.mp4?tag=10', bitrate=632000)], duration=69.782, views=2652)]",,
33,2020-10-29 11:35:00+00:00,dladlosi,@GP_CommSafety This is a stolen car...South Africa is too kind,Twitter for Android,0,0,0,0,,"Mpumalanga, South Africa",
34,2020-10-16 03:32:09+00:00,Dijosti,@_TheRuleOfLaw @IOL Three armed men in a stolen car? And you still talk about Police brutality? South Africa doesn't need your type who glorify and promote criminals. 😏,Twitter for Android,0,0,0,0,,Global citizen,
35,2020-09-29 17:15:21+00:00,danielmarven,"Stolen Car Alert 📢📢⚠️⚠️

Mavuso care was stolen today at Highveld mall, if anyone see it contact the police.

Let's make South Africa a great country https://t.co/h24KnudRwa",Twitter for Android,44,63,6,1,"[Photo(previewUrl='https://pbs.twimg.com/media/EjGT4DvWAAEKbpS?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EjGT4DvWAAEKbpS?format=jpg&name=large')]","Pretoria, South Africa",
36,2020-09-12 13:50:15+00:00,yansnigeria,South Africa Woman Gets Beaten Up After Her Husband Gifts Her Stolen Car Read more: https://t.co/t983JDCLyl https://t.co/IDMMw0bEMI,Twitter for iPhone,0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/EhuBvIvXkAIbnru?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EhuBvIvXkAIbnru?format=jpg&name=large')]",Nigeria,
37,2020-09-12 13:02:56+00:00,blogtrent,Woman in South Africa beaten up when husband unknowingly bought a stolen car https://t.co/HSyNYIlYP6,WordPress.com,0,0,0,0,,Nigeria,
38,2020-09-09 05:55:03+00:00,iamledunco,....And the most stolen car in South Africa. https://t.co/XenHIfMmzT,Twitter for iPhone,2,1,1,0,,jozi'pitori ,
39,2020-09-06 17:38:04+00:00,Brexitbabe,"Just heard from a friend in South Africa who was mugged in a mall whilst buying vegetables. Identity documents stolen, car keys, bank account robbed by someone posing to work for @CheckersSA - caught on cctv but no case opened. Get a grip SA! Catch Your Thieves!",Twitter Web App,2,2,0,0,,,
40,2020-09-01 15:00:42+00:00,TheSAnews,"Edenvale: Woman, 76, 'dragged for kilometres' by hijackers in her stolen car https://t.co/FfXT6hIyxI #Edenvale #Hijacking #news #bsc #gauteng #hijack #southafrica",Buffer,0,0,1,0,,"London, Cape Town",
41,2020-09-01 14:10:02+00:00,southafricanmag,"Edenvale: Woman, 76, 'dragged for kilometres' by hijackers in her stolen car https://t.co/LazYK1BtbF #Edenvale #Hijacking #bsc #gauteng #hijack #southafrica #news",Buffer,0,0,0,0,,South Africa,
42,2020-08-23 10:08:54+00:00,_Yangafamily,""" Ghananian Bernard Morrison arrested over Stolen car in South Africa ""

Mo nazani mwizi wako ushamjua sasa ni Bm33 (Chori)😂 https://t.co/6gnIkhHbtN",Twitter for Android,0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/EgGPc6TWoAEVBrs?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EgGPc6TWoAEVBrs?format=jpg&name=large')]",Tanzania,"Coordinates(longitude=39.0081106, latitude=-7.1906489)"
43,2020-06-30 12:34:10+00:00,TMAhmed14,Stolen car scam in South Africa – Criminals call you from jail https://t.co/8ovOivBMIQ via @mybroadband,Twitter for Android,0,0,0,0,,"Bloemfontein, South Africa",
44,2020-06-18 13:11:26+00:00,shlangak,Stolen car scam in South Africa – Criminals call you from jail https://t.co/zGfyob79mM via @mybroadband,Twitter Web App,0,0,0,0,,"Apha napha, jikelele nqu..",
45,2020-06-18 09:06:33+00:00,plagueonyou,"Stolen car scam in South Africa – Criminals call you from jail https://t.co/R8c3WWQJB5 via @mybroadband ANC criminals are everywhere, whether police, prison or government. There's 26 years of solid evidence, no arrests , no trials. no chance.",Twitter Web App,0,0,0,0,,South Africa,
46,2020-06-18 07:39:41+00:00,_SammySA,Stolen car scam in South Africa – Criminals call you from jail https://t.co/GnmNu0BSkv https://t.co/pZo1k10bbm,Buffer,2,5,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/Eax0XoDWoAAM2oW?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/Eax0XoDWoAAM2oW?format=jpg&name=large')]","Johannesburg, South Africa",
47,2020-06-17 16:08:27+00:00,mybroadband,Stolen car scam in South Africa - Criminals call you from jail https://t.co/HZa5ijhq7q,MyBroadband post to Twitter,3,4,0,0,,South Africa,
48,2020-06-02 11:54:11+00:00,LNgoyama,@SirLeoBDasilva Police can uncover many things if they want to. It took only 1 hour to recover my stolen car in south africa,Twitter for Android,0,0,1,0,,,
49,2020-05-31 05:34:18+00:00,kearabilwemash2,@FaithMazibukoSA @GP_CommSafety @GTP_Traffstats @GautengProvince @SAPoliceService @pinkienuma It took you 10 years to find a stolen car 😂😂🙏 bathong South Africa 😂😂😂😂 it's safe to say you stumbled on it by chance,Twitter for Android,1,0,0,0,,pretoria ,
50,2020-05-07 08:05:04+00:00,MalawiPage,"@KhwereliwaPHIRI @noestlok Even stolen cars from South Africa are paid for, they are not free.
You will need to have MK25million to buy a MK50million stolen car.
Plus interpol doesn't really come around that way, these are old stories, even MRA guys have ",Twitter for Android,0,0,3,0,,Malawi,
51,2020-04-17 15:00:35+00:00,denialmustend,@JackD157 @vnwaneri @RediTlhabi @FloMasebe @maggsnaidu @Richard_Spoor @unathi_tete @Vernon242 @SAPoliceService @PresidencyZA @ParliamentofRSA @Heidi_Mollentze @LizzMeiring @HlomlaDandala What kind of training do these guys get these days? When you and I w,Twitter for iPhone,2,0,1,0,,Johannesburg ,
52,2020-02-27 17:21:50+00:00,andrew_lacIm,Some twat with a stolen car who parks like a doos and has a problem being black?  Welcome to south africa. https://t.co/BowKDvMuei,Twitter for Android,0,0,0,0,,Cape Town. Not canada.,
53,2020-02-17 18:08:39+00:00,patrick01213,"@SowetanLIVE South Africans must know that law in other country's work and that is not South Africa were foreigners sell stolen car parts,drugs and chase police with stone and its normal next day - they must know they will regret https://t.co/hqUGJazsPa",Twitter for Android,0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/EQ_yWkcW4AA3KOl?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EQ_yWkcW4AA3KOl?format=jpg&name=large')]",South Africa,
54,2020-02-14 05:51:50+00:00,themzvryman,Imagine on a holiday in Mozambique and you spot your stolen car from South Africa. https://t.co/AOvGZjDKyk,Twitter for iPhone,0,0,0,0,"[Photo(previewUrl='https://pbs.twimg.com/media/EQts8nJU0AATkVJ?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EQts8nJU0AATkVJ?format=jpg&name=large')]",South Africa,
55,2020-02-13 07:49:42+00:00,FortuneThembo,Be on the lookout for this STOLEN car stolen in South Africa in Cosmo City area in Johannesburg. Botswana registration B378BGZ. #stolencarrsa @crimeairnetwork @SAPoliceService @lead_sa https://t.co/4w0ucWJpZI,Twitter for Android,0,0,0,1,"[Photo(previewUrl='https://pbs.twimg.com/media/EQo-Ve3X0AA_Ml_?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EQo-Ve3X0AA_Ml_?format=jpg&name=large'), Photo(previewUrl='https://pbs.twimg.com/media/EQo-V4mXkAAFVDI?format=jpg&name=small', fullUrl='https://pbs.twimg.com/media/EQo-V4mXkAAFVDI?format=jpg&name=large')]","Johannesburg, South Africa",
